USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
722011,92813,KISSIMMEE GATEWAY AIRPORT,US,FL,KISM,28.29,-81.437,25,20060101,20201030
722011,99999,KISSIMMEE GATEWAY,US,FL,KISM,28.29,-81.437,25,20020423,20051231
722012,92817,THE VILLAGES,US,FL,KVVG,28.95,-81.967,27.1,20050101,20180215
722012,99999,THE VILLAGES,US,FL,KVVG,28.967,-81.967,27,20020423,20041231
722013,99999,KEY WEST / BOCA CHICA(NEXRAD),US,FL,KBYX,24.6,-81.7,3,19880105,19880704
722014,12818,HERNANDO COUNTY AIRPORT,US,FL,KBKV,28.474,-82.454,23.5,20060101,20201030
722014,99999,HERNANDO CO,US,FL,KBKV,28.474,-82.455,23,19990114,20051231
722015,12850,KEY WEST NAS,US,FL,KNQX,24.583,-81.683,1.8,19730101,20201031
722016,12896,THE FL KEYS MARATHON ARPT,US,FL,KMTH,24.726,-81.052,2.4,20060101,20201030
722016,99999,FLORIDA KEYS MARATHO,US,FL,KMTH,24.733,-81.05,2,19880318,20051231
722017,12876,WINTER HAVEN,US,FL,KGIF,28.062,-81.754,44.5,20060101,20100801
722017,99999,WINTER HAVEN,US,FL,KGIF,28.05,-81.75,44,19990114,20010516
722019,99999,ISLAMORADA COAST GUARD STATION,US,FL,,24.95,-80.58,1,19750916,19920422
722020,12839,MIAMI INTERNATIONAL AIRPORT,US,FL,KMIA,25.788,-80.317,8.8,19730101,20201030
722021,92816,VANDENBERG AIRPORT,US,FL,KVDF,28.014,-82.345,6.7,20050101,20201030
722021,99999,VANDENBERG,US,FL,KVDF,28.017,-82.35,7,20020424,20041231
722022,12803,BOCA RATON AIRPORT,US,FL,KBCT,26.378,-80.108,4,20060101,20201030
722022,99999,BOCA RATON,US,FL,KBCT,26.378,-80.108,4,20020423,20051231
722024,12882,OPA LOCKA AIRPORT,US,FL,KOPF,25.907,-80.28,3.1,20060101,20201030
722024,99999,OPA LOCKA,US,FL,KOPF,25.9,-80.283,2,19621028,20051231
722025,12849,FORT LAUDERDALE HOL,US,FL,KFLL,26.072,-80.154,3.4,19730101,20100731
722026,12826,HOMESTEAD AFB AIRPORT,US,FL,KHST,25.483,-80.383,1.5,19430201,20201030
722026,99999,HOMESTEAD ARB,US,FL,KHST,25.483,-80.383,2,20000101,20041231
722027,99999,MIAMI BEACH COAST GUARD STATION,US,FL,,25.77,-80.13,1,19830713,19840103
722028,99999,FOWEY ROCKS COAST GUARD STATION,US,FL,,25.58,-80.1,1,19800419,19860831
722029,12888,KENDALL-TAMIAMI EXEC ARPT,US,FL,KTMB,25.648,-80.433,3.1,20060101,20201030
722029,99999,KENDALL TAMIAMI EXEC,US,FL,KTMB,25.65,-80.433,2,19760620,20051231
722030,12844,PALM BEACH INTERNATIONAL AIRPORT,US,FL,KPBI,26.685,-80.099,5.8,19430206,20201030
722034,12812,CHARLOTTE COUNTY AIRPORT,US,FL,KPGD,26.917,-81.991,7.6,20060101,20201031
722034,99999,CHARLOTTE CO,US,FL,KPGD,26.92,-81.983,8,19990114,20051231
722035,99999,CLEWISTON,US,FL,,26.75,-80.95,6,19730101,19780511
722036,99999,LAKE WORTH INLET,US,FL,,26.77,-80.05,1,19750911,19871013
722037,92809,NORTH PERRY AIRPORT,US,FL,KHWO,25.999,-80.241,2.7,20060101,20201030
722037,99999,NORTH PERRY,US,FL,KHWO,26,-80.233,3,19990904,20051231
722038,12897,NAPLES MUNICIPAL AIRPORT,US,FL,KAPF,26.155,-81.775,2.7,19990101,20201030
722038,99999,NAPLES MUNI,US,FL,KAPF,26.153,-81.775,2,19431229,19981231
722039,12885,FT LAUDER EXECUTIVE ARPT,US,FL,KFXE,26.197,-80.171,4.3,20060101,20201030
722039,99999,FORT LAUDERDALE EXEC,US,FL,KFXE,26.2,-80.167,4,19840908,20051231
722040,12838,MELBOURNE INTL AP,US,FL,KMLB,28.101,-80.644,8.2,19741113,20201031
722040,99999,MELBOURNE REGIONAL,US,FL,KMLB,28.1,-80.65,11,20000101,20031231
722045,12843,VERO BEACH MUNI,US,FL,KVRB,27.653,-80.243,8.5,19730101,20100801
722046,12898,SPACE COAST REGIONAL AIRPORT,US,FL,KTIX,28.517,-80.8,10.7,20060101,20201030
722046,99999,SPACE COAST RGNL,US,FL,KTIX,28.517,-80.8,10,19730420,20051231
722047,99999,FORT PIERCE COAST GUARD STATION,US,FL,,27.47,-80.3,1,19750916,19900121
722049,92805,POMPANO BEACH AIRPARK ARPT,US,FL,KPMP,26.25,-80.108,6.4,20060101,20201030
722049,99999,POMPANO BEACH AIRPAR,US,FL,KPMP,26.25,-80.117,6,19880621,20051231
722050,12815,ORLANDO INTERNATIONAL AIRPORT,US,FL,KMCO,28.434,-81.325,27.4,19520507,20201030
722053,12841,EXECUTIVE AIRPORT,US,FL,KORL,28.545,-81.333,32.9,19900208,20201031
722053,99999,EXECUTIVE,US,FL,KORL,28.55,-81.333,34,20000101,20031231
722055,12861,OCALA INTERNATIONAL AIRPORT-JIM TAYLOR FIELD,US,FL,KOCF,29.167,-82.233,26.5,20060101,20201030
722055,99999,OCALA INTL J TAYLOR,US,FL,KOCF,29.167,-82.217,27,19440107,20051231
722056,12834,DAYTONA BEACH INTL,US,FL,KDAB,29.183,-81.048,12.5,19730101,20100801
722057,12854,ORLANDO SANFORD AIRPORT,US,FL,KSFB,28.78,-81.244,16.8,19730101,20201031
722057,99999,ORLANDO SANFORD,US,FL,KSFB,28.767,-81.233,17,20000101,20031231
722058,99999,PONCE DE LEON INLET,US,FL,,29.07,-80.92,3,19750911,19830324
722060,13889,JACKSONVILLE  INTERNATIONAL AIRPORT,US,FL,KJAX,30.495,-81.694,7.9,19480101,20201030
722064,99999,PORT RICHEY (ASOS),US,FL,,28.35,-82.617,12,19961220,19990111
722065,93837,JACKSONVILLE NAS,US,FL,KNIP,30.233,-81.667,6.1,19730101,20201030
722066,3853,MAYPORT NAF,US,FL,KNRB,30.4,-81.417,4.9,19730101,20201030
722067,63823,CECIL FIELD AIRPORT,US,FL,KVQQ,30.219,-81.876,24.7,20060101,20201030
722067,93832,CECIL FLD,US,FL,KNZC,30.217,-81.883,24.4,19730101,19991231
722067,99999,CECIL FLD,US,FL,KVQQ,30.219,-81.877,25,20011113,20051231
722068,53860,JACKSONVILLE/CRAIG,US,FL,KCRG,30.336,-81.515,12.5,20040101,20100801
722068,99999,JACKSONVILLE/CRAIG,US,FL,,30.333,-81.517,12,19740822,20031231
722069,53853,DESTIN-FT.WALTON BEACH APT,US,FL,KDTS,30.4,-86.472,6.7,20060101,20201030
722069,99999,DESTIN FT. WALTON,US,FL,KDTS,30.4,-86.471,7,19970902,20051231
722100,99999,TAMPA BAY AREA  FL.,US,FL,KTBW,27.7,-82.4,14.8,19760220,20060401
722103,12895,ST LUCIE COUNTY INTL ARPT,US,FL,KFPR,27.498,-80.377,7.3,20060101,20201030
722103,99999,ST LUCIE CO INTL,US,FL,KFPR,27.483,-80.367,7,19880114,20051231
722104,92806,ALBERT WHITTED AIRPORT,US,FL,KSPG,27.765,-82.628,2.4,19860101,20201030
722104,99999,ALBERT WHITTED,US,FL,KSPG,27.767,-82.633,2,20000101,20031231
722106,12835,PAGE FIELD AIRPORT,US,FL,KFMY,26.585,-81.861,4.6,19430101,20201031
722108,12894,SW FLORIDA INTN AIRPORT,US,FL,KRSW,26.536,-81.755,9.5,20060101,20201031
722108,99999,SOUTHWEST FLORIDA I,US,FL,KRSW,26.533,-81.75,9,19830723,20051231
722110,12842,TAMPA INTERNATIONAL AIRPORT,US,FL,KTPA,27.962,-82.54,5.8,19400801,20201030
722115,12871,SARASOTA/BRADENTON INTL AP,US,FL,KSRQ,27.401,-82.559,8.5,20060101,20201031
722115,99999,SARASOTA BRADENTON,US,FL,KSRQ,27.383,-82.55,9,19730101,20051231
722116,12873,ST PETE-CLWTR INTL AIRPORT,US,FL,KPIE,27.911,-82.688,3.4,20060101,20201030
722116,99999,ST PETERSBURG CLEAR,US,FL,KPIE,27.9,-82.683,3,19730101,20051231
722117,99999,EGMONT KEY COAST GUARD STATION,US,FL,,27.6,-82.77,1,19750918,19840108
722118,482,VENICE MUNICIPAL AIRPORT,US,FL,KVNC,27.072,-82.44,5.8,20110203,20201031
722118,99999,VENICE MUNI,US,FL,KVNC,27.072,-82.44,5.5,19440127,20180516
722119,12883,LAKELAND LINDER REGIONAL AIRPORT,US,FL,KLAL,28,-82.05,43.3,20060101,20201031
722119,99999,LAKELAND LINDER RGN,US,FL,KLAL,27.983,-82.017,43,19420801,20051231
722120,12833,CROSS CITY AIRPORT,US,FL,KCTY,29.633,-83.105,11.6,19431219,20201030
722123,12809,BARTOW MUNICIPAL AIRPORT,US,FL,KBOW,27.95,-81.783,38.1,20050101,20201031
722123,99999,BARTOW MUNI,US,FL,KBOW,27.95,-81.783,38,19900208,20041231
722140,93805,TALLAHASSEE REGIONAL AIRPORT,US,FL,KTLH,30.393,-84.353,16.8,19420501,20201030
722146,12816,GAINESVILLE RGNL,US,FL,KGNV,29.692,-82.276,50.3,19431101,20100801
722189,92815,WITHAM FIELD AIRPORT,US,FL,KSUA,27.182,-80.221,5.5,20060101,20201030
722189,99999,WITHAM FLD,US,FL,KSUA,27.183,-80.217,5,20040525,20051231
722200,12832,APALACHICOLA MUNI AIRPORT,US,FL,KAAF,29.733,-85.033,5.8,19450101,20201030
722200,99999,APALACHICOLA MUNI,US,FL,KAAF,29.733,-85.033,6,20000101,20031231
722210,13858,EGLIN AFB AIRPORT,US,FL,KVPS,30.483,-86.517,26.5,19380910,20201030
722210,99999,VALPARAISO/EGLIN AF,US,FL,KVPS,30.483,-86.517,29,19720101,20041231
722212,92814,ST AUGUSTINE AIRPORT,US,FL,KSGJ,29.959,-81.34,3.1,20060101,20201030
722212,99999,ST AUGUSTINE,US,FL,KSGJ,29.967,-81.333,3,19970123,20051231
722213,12819,LEESBURG REGIONAL AIRPORT,US,FL,KLEE,28.821,-81.81,23.5,20060101,20201030
722213,99999,LEESBURG RGNL,US,FL,KLEE,28.823,-81.809,23,19970123,20051231
722215,13884,BOB SIKES AIRPORT,US,FL,KCEW,30.78,-86.523,57.9,19730101,20201030
722223,13899,PENSACOLA REGIONAL AIRPORT,US,FL,KPNS,30.478,-87.187,34.1,19900228,20201030
722224,53862,PERRY FOLEY,US,FL,K40J,30.072,-83.574,13.7,20060101,20130501
722224,99999,PERRY FOLEY,US,FL,,30.069,-83.581,13.7,19980514,20051231
722225,3855,PENSACOLA NAS,US,FL,KNPA,30.35,-87.317,8.5,19450201,20201030
722226,93841,WHITING FIELD NAVAL AIR STATION NORTH,US,FL,KNSE,30.717,-87.017,60.7,19730101,20201030
722227,3815,PENSACOLA SAUFLEY NAS,US,FL,,30.483,-87.35,28,19730102,19751231
722228,99999,SANTA ROSA COAST GUARD STATION,US,FL,,30.32,-87.25,2,19750916,19790818
722240,99999,CAPE SAN BLAS  FL.,US,FL,,29.683,-85.367,2,19780823,20040527
722245,3882,PANAMA CITY-BAY CO. INT AP,US,FL,KPFN,30.212,-85.683,6.4,20060101,20100603
722245,99999,PANAMA CITY BAY CO,US,FL,KPFN,30.2,-85.683,6,19730101,20051231
722246,3844,EGLIN AF AUX NR 3 D,US,FL,KEGI,30.65,-86.517,58,19490908,20201030
722246,99999,DUKE FLD,US,FL,KEGI,30.65,-86.523,59.4,20000103,20041231
722261,360,OKEECHOBEE COUNTY AIRPORT,US,FL,KOBE,27.267,-80.85,10.1,20070116,20201030
722261,99999,OKEECHOBEE CO,US,FL,KOBE,27.263,-80.85,10.4,20080101,20180516
722341,92822,ORMOND BEACH MUNICIPAL AIRPORT,US,FL,KOMN,29.296,-81.113,8.8,20060101,20201029
722341,99999,ORMOND BEACH MUNI,US,FL,KOMN,29.3,-81.117,9,20041005,20051231
722361,92808,NEW SMYRNA BEACH MUNICIPAL AIRPORT,US,FL,KEVB,29.054,-80.948,3.1,20060101,20201030
722361,99999,NEW SMYRNA BEACH MUN,US,FL,KEVB,29.056,-80.948,3,20041130,20051231
724737,377,INVERNESS AIRPORT,US,FL,KINF,28.817,-82.317,15.2,20090812,20201030
724737,99999,INVERNESS MUNI AIRPORT,US,FL,KINF,28.804,-82.318,20,20180101,20180516
724739,99999,CARRABELLE THOMPSON,US,FL,,29.842,-84.701,6.1,20061010,20061012
724741,99999,LA BELLE MUNI,US,FL,,26.744,-81.433,5.5,20061010,20061023
724742,99999,VANDENBERG,US,FL,KX16,28.02,-82.35,7,20061010,20061012
747560,12816,GAINESVILLE REGIONAL AIRPORT,US,FL,KGNV,29.692,-82.276,37.5,20050101,20201030
747750,13846,TYNDALL AFB AIRPORT,US,FL,KPAM,30.067,-85.583,5.2,19420319,20201030
747750,99999,TYNDALL AFB,US,FL,KPAM,30.067,-85.583,5,20000101,20041230
747760,3818,MARIANNA MUNICIPAL AIRPORT,US,FL,KMAI,30.836,-85.184,34.4,19970602,20201030
747760,99999,MARIANNA MUNI,US,FL,KMAI,30.938,-85.182,34,20010811,20041231
747761,99999,TRI CO,US,FL,,30.846,-85.601,25.9,20110713,20201029
747770,3852,HURLBURT FIELD AIRPORT,US,FL,KHRT,30.417,-86.683,11.6,19550705,20201030
747770,99999,HURLBURT FIELD (AF),US,FL,KHRT,30.417,-86.683,11,20000101,20041231
747780,99999,EGLIN AFB RANGE NO.52,US,FL,,30.567,-86.317,48,19820723,20191128
747820,53860,CRAIG MUNICIPAL AIRPORT,US,FL,KCRG,30.336,-81.515,12.5,20050101,20201030
747830,12849,FT LAUD/HOLLYWOOD INTL APT,US,FL,KFLL,26.079,-80.162,3.4,20050101,20201031
747870,12834,DAYTONA BEACH INTERNATIONAL AIRPORT,US,FL,KDAB,29.183,-81.048,9.5,20050101,20201031
747880,12810,MAC DILL AFB AIRPORT,US,FL,KMCF,27.85,-82.517,4.3,19410501,20201031
747880,99999,MACDILL AFB/TAMPA,US,FL,KMCF,27.85,-82.5,4,20000101,20041231
747930,12843,VERO BEACH MUNICIPAL AIRPORT,US,FL,KVRB,27.651,-80.42,8.5,20100801,20201030
747930,99999,VERO BEACH MUNI,US,FL,KVRB,27.65,-80.417,12,20010811,20100731
747931,12876,WINTER HAVEN'S GILBERT APT,US,FL,KGIF,28.062,-81.754,44.5,20050101,20201031
747940,12868,COCOA BEACH CAPE KENNEDY AFS,US,FL,KXMR,28.483,-80.567,3.1,19500801,20201031
747940,99999,CAPE CANAVERAL AFS SKID STRIP,US,FL,KXMR,28.468,-80.567,3,20020116,20180501
747945,99999,NASA SHUTTLE FCLTY,US,FL,KSC,28.617,-80.7,3,19780317,19930617
747946,12886,KENNEDY SPACE CENTER,US,FL,KTTS,28.617,-80.683,3.1,20060101,20201031
747946,99999,NASA SHUTTLE LANDING,US,FL,KTTS,28.615,-80.694,3,19930701,20051231
747950,12867,PATRICK AFB AIRPORT,US,FL,KCOF,28.233,-80.6,2.4,19450301,20201030
747950,99999,PATRICK AFB/COCOA B,US,FL,KCOF,28.233,-80.6,3,20000102,20041231
747960,12804,AVON PARK GUNNERY R,US,FL,KAGR,27.65,-81.333,20,19431201,19930929
747960,99999,AVON PARK GUNNERY RANGE,US,FL,KAGR,27.65,-81.33,20,20180515,20201029
747985,99999,DRY TORTUGAS (CGS),US,FL,,24.633,-82.917,1,19750916,19870705
747986,99999,MARATHON COAST GUARD STATION,US,FL,,24.72,-81.12,1,19750916,19841015
749012,99999,EGLIN TEST SITE C5,US,FL,,30.667,-86.367,73,19490915,19491029
749013,99999,EGLIN TEST SITE C3,US,FL,,30.583,-86.45,48,19490920,19551229
749014,99999,EGLIN SITE B6,US,FL,,30.617,-86.733,42,19490919,19491028
749044,99999,BOCA RATON FLORIDA AAF,US,FL,BCT,26.366,-80.1,5,19421201,19471130
749045,99999,SEBRING RGNL,US,FL,KSEF,27.456,-81.342,19.2,19420401,20201029
749046,99999,PUNTA GORDA FLORIDA AAF,US,FL,PGD,26.916,-81.983,9,19440104,19450919
749047,99999,KISSIMMEE FLORIDA AAF,US,FL,ISM,28.283,-81.416,25,19440301,19450811
749048,415,KEYSTONE AIRPARK,US,FL,K42J,29.845,-82.048,60.1,20110312,20201030
749048,99999,KEYSTONE AIRPARK,US,FL,K42J,29.845,-82.048,59.7,19431210,20180516
749049,99999,BROOKSVILLE FLORIDA AAF,US,FL,BKV,28.483,-82.449,23,19431207,19440314
749050,99999,LEESBURG FLORIDA AAF,US,FL,LEE,28.8,-81.8,23,19431221,19440312
749051,99999,DUNELLON,US,FL,,29.067,-82.367,20,19431205,19440313
749053,99999,WILLISTON MUNI,US,FL,,29.35,-82.467,22,19431207,19440322
749054,99999,BUSHNELL FIELD,US,FL,,28.683,-82.083,27,19440515,19450901
749084,99999,PERRY FLORIDA AAF,US,FL,PRF,30.066,-83.583,15,19440416,19450930
749087,99999,MARIANNA FLORIDA AAF,US,FL,MAI,30.833,-85.2,33,19421201,19451116
994006,99999,BIG CARLOS PASS,US,FL,,26.4,-81.88,3,20080101,20201029
994008,99999,FRED HOWARD PARK,US,FL,,28.12,-82.8,6,20080101,20201029
994009,99999,ANCLOTE GULF PARK,US,FL,,28.18,-82.78,6,20080101,20130423
994045,99999,APPALACHICOLA,US,FL,,29.73,-84.98,2,20080313,20201029
994047,99999,PENSACOLA,US,FL,,30.4,-87.22,3,20080101,20201029
994170,99999,DEERFIELD BEACH,US,FL,,26.317,-80.083,2,19850116,20020601
994220,99999,VENICE  FL,US,FL,,27.07,-82.45,0,19850622,20201029
994450,99999,SOMBRERO KEY  FL,US,FL,,24.63,-81.11,0,19880929,20200820
994620,99999,LONG KEY  FL,US,FL,,24.84,-80.86,0,20020219,20200827
994630,99999,DRY TORTUGAS  FL,US,FL,,24.64,-82.86,0,20020219,20040813
994640,99999,CEDAR KEY,US,FL,,29.14,-83.03,1.8,20020222,20201029
994650,99999,KEATON BEACH,US,FL,,29.82,-83.59,1.8,20020219,20201029
994951,99999,SEBASTIAN INLET STATE PARK,US,FL,,27.862,-80.445,10,20130401,20201029
997345,99999,CLEARWATER BEACH,US,FL,,27.97,-82.83,10,20080101,20201029
997346,99999,FT MYERS,US,FL,,26.65,-81.87,6,20080101,20201029
997347,99999,FERNANDINA BEACH,US,FL,,30.67,-81.47,7,20080101,20201029
997348,99999,KEY WEST,US,FL,,24.55,-81.8,7,20080101,20201029
997351,99999,NAPLES,US,FL,,26.12,-81.8,10,20080101,20201029
997352,99999,PANAMA CITY BEACH,US,FL,,30.22,-85.88,10,20080101,20201029
997353,99999,ST PETERSBURG,US,FL,,27.75,-82.62,10,20080101,20201029
997354,99999,TRIDENT PIER,US,FL,,28.42,-80.58,10,20080101,20201029
997355,99999,VIRGINIA KEY,US,FL,,25.73,-80.15,10,20100101,20201029
997356,99999,VACA KEY,US,FL,,24.72,-81.1,10,20080101,20201029
997357,99999,MCKAY BAY ENTRANCE,US,FL,,27.913,-82.425,2,20080101,20200520
997358,99999,MAYPORT,US,FL,,30.397,-81.43,2,20080101,20201029
997701,99999,PORT MANATEE,US,FL,,27.63,-82.57,3,20080101,20201029
997705,99999,OLD PORT TAMPA,US,FL,,27.85,-82.55,9,20080101,20201029
997733,99999,PULASKI SHOAL LIGHT,US,FL,,24.68,-82.77,16,20080101,20200325
997791,99999,BERTH 223 MET,US,FL,,27.917,-82.433,14,20080101,20140414
997806,99999,CDIP BUOY,US,FL,,28.4,-80.533,0,20080101,20180425
997807,99999,FORT PIERCE,US,FL,,27.55,-80.217,0,20080101,20180425
997992,99999,APALACHICOLA RESERVE,US,FL,,29.783,-84.883,5,20080101,20201029
998000,99999,GUANA TOLOMATO MATANZAS,US,FL,,29.65,-81.217,4,20080101,20201029
998008,99999,ROOKERY BAY RESERVE,US,FL,,26.033,-81.7,20,20080101,20201029
998153,99999,DATA BUOY 42099,US,FL,,27.333,-84.233,3,20180101,20180425
998199,99999,PANAMA CITY,US,FL,,30.15,-85.667,5,20080721,20201029
998212,99999,CAMPBELL PARK,US,FL,,27.767,-82.65,15,20080915,20141229
998213,99999,MIDDLE TAMPA BAY,US,FL,,27.65,-82.583,10,20131207,20201029
998228,99999,C-CUT ST PETERSBURG,US,FL,,27.667,-82.617,3,20081114,20101231
998241,99999,SEABULK TAMPA,US,FL,,27.917,-82.45,0,20081114,20141229
998244,99999,TPA CRUISE TERMINAL 2 TAMPA,US,FL,,27.933,-82.433,15,20081114,20201029
998269,99999,EAST BAY CAUSEWAY,US,FL,,27.933,-82.433,5,20100101,20201029
998274,99999,BROAD RIVER,US,FL,,25.483,-80.983,3,20100101,20201029
998275,99999,BOB ALLEN,US,FL,,25.027,-80.681,3,20100101,20201029
998276,99999,BLACKWATER SOUND,US,FL,,25.183,-80.433,3,20100101,20201029
998277,99999,CANE PATCH,US,FL,,25.417,-80.95,3,20100101,20201029
998278,99999,CANNON BAY,US,FL,,25.7,-81.183,3,20100101,20201029
998279,99999,DUCK KEY,US,FL,,25.183,-80.483,3,20100101,20201029
998283,99999,GARFIELD BRIGHT,US,FL,,25.167,-80.8,3,20100101,20201029
998284,99999,HIGHWAY CREEK,US,FL,,25.25,-80.45,3,20100101,20201029
998285,99999,JOHNSON KEY,US,FL,,25.05,-80.9,3,20100101,20201029
998286,99999,BROAD RIVER LOWER,US,FL,,25.483,-81.117,3,20100101,20141231
998287,99999,LITTLE BLACKWATER,US,FL,,25.217,-80.433,3,20100101,20201029
998288,99999,LITTLE MADEIRA,US,FL,,25.167,-80.633,3,20100101,20201029
998289,99999,LOSTMANS RIVER,US,FL,,25.55,-81.183,3,20100101,20201029
998291,99999,LITTLE RABBIT KEY,US,FL,,24.983,-80.833,3,20100101,20201029
998292,99999,LONG SOUND,US,FL,,25.233,-80.45,3,20100101,20201029
998293,99999,MURRAY KEY,US,FL,,25.1,-80.95,3,20100101,20201029
998294,99999,PETERSON KEY,US,FL,,24.917,-80.75,3,20100101,20201029
998295,99999,TROUT COVE,US,FL,,25.217,-80.533,3,20100101,20201029
998296,99999,TARPON BAY EAST,US,FL,,25.417,-80.967,3,20100101,20201029
998297,99999,TAYLOR RIVER,US,FL,,25.217,-80.65,3,20100101,20201029
998299,99999,WHIPRAY BASIN,US,FL,,25.083,-80.733,3,20100101,20201029
998300,99999,BUTTERNUT KEY,US,FL,,25.087,-80.519,3,20100101,20201029
998302,99999,GUNBOAT ISLAND,US,FL,,25.376,-81.029,3,20100101,20201029
998305,99999,PORT EVERGLADES CHANNEL,US,FL,,26.092,-80.109,3.5,20100101,20191001
998306,99999,WILLY WILLY,US,FL,,25.619,-81.044,3,20100101,20201029
998307,99999,WATSON PLACE,US,FL,,25.708,-81.248,3,20100101,20201029
998493,99999,CLEAR WATER PASS,US,FL,,25.295,-81.013,3,20130101,20201029
998494,99999,LANE RIVER,US,FL,,25.284,-80.894,3,20130101,20201029
998495,99999,WHITE WATER - WEST,US,FL,,25.23,-80.939,3,20130101,20201029
999999,3815,PENSACOLA SAUFLEY NAS,US,FL,NUN,30.483,-87.35,28,19481122,19760331
999999,3818,MARIANNA MUNICIPAL AP,US,FL,KMAI,30.836,-85.184,34.4,19500101,19550101
999999,3840,PENSACOLA ELLYSON FLD NAAS,US,FL,NDP,30.533,-87.2,39.9,19520102,19731221
999999,3853,MAYPORT NS,US,FL,KNRB,30.4,-81.417,4.3,19550705,19721231
999999,3855,PENSACOLA FOREST SHERMAN NAS,US,FL,KNPA,30.35,-87.317,9.1,19590101,19721231
999999,3876,VALPARAISO,US,FL,,30.433,-86.933,11.9,19670213,19701222
999999,12810,MACDILL AAF,US,FL,KMCF,27.85,-82.517,4.3,19710101,19710101
999999,12815,PINECASTLE AAF,US,FL,KMCO,28.434,-81.325,32.3,19710101,19710101
999999,12826,HOMESTEAD AAF,US,FL,KHST,25.483,-80.383,2.1,19710101,19710101
999999,12832,APALACHICOLA,US,FL,KAAF,29.733,-85.033,5.8,19480101,19490101
999999,12833,CROSS CITY AIRPORT,US,FL,KCTY,29.633,-83.105,12.8,19490101,19550101
999999,12834,DAYTONA BEACH REGIONAL ARPT,US,FL,KDAB,29.183,-81.048,12.5,19480101,19721231
999999,12835,FORT MYERS PAGE FIELD,US,FL,KFMY,26.585,-81.861,5.5,19480101,19751231
999999,12836,KEY WEST INTL ARPT,US,FL,KEYW,24.555,-81.752,6.4,19480101,19721231
999999,12838,MELBOURNE REGIONAL AP,US,FL,KMLB,28.101,-80.644,8.2,19480101,19550101
999999,12839,MIAMI INTL AP,US,FL,KMIA,25.791,-80.316,9.1,19480101,19721231
999999,12841,ORLANDO MUNICIPAL ARPT,US,FL,KORL,28.545,-81.333,34.1,19500101,19721231
999999,12842,TAMPA INTL ARPT,US,FL,KTPA,27.962,-82.54,3.4,19480101,19721231
999999,12843,VERO BEACH MUNICIPAL ARPT,US,FL,KVRB,27.653,-80.243,8.5,19490114,19550101
999999,12844,WEST PALM BEACH INTL ARPT,US,FL,KPBI,26.685,-80.099,6.4,19480101,19751231
999999,12846,DAYTONA BEACH NAS,US,FL,,29.183,-81.067,18.9,19450201,19460201
999999,12847,DELAND NAS,US,FL,,29.083,-81.417,32,19450301,19460101
999999,12848,DINNER KEY NAF,US,FL,,25.733,-80.233,4,19450309,19450501
999999,12849,FORT LAUDERDALE HOLLYWOOD INT,US,FL,KFLL,26.072,-80.154,3.4,19460101,19461011
999999,12850,KEY WEST NAS,US,FL,KNQX,24.583,-81.683,7.3,19450301,19721231
999999,12851,MELBOURNE NAS,US,FL,,28.1,-80.633,17.1,19450401,19460101
999999,12852,MIAMI MCAS,US,FL,,25.917,-80.283,7.9,19460101,19580801
999999,12853,RICHMOND NAS,US,FL,,25.617,-80.417,9.1,19450301,19451117
999999,12854,SANFORD AIRPORT,US,FL,KSFB,28.78,-81.244,16.8,19450401,19680517
999999,12855,VERO BEACH NAS,US,FL,,27.65,-80.417,15.8,19450201,19460401
999999,12858,KEY WEST WB CITY,US,FL,,24.567,-81.8,7.9,19530701,19570701
999999,12881,VALKARIA,US,FL,,27.95,-80.567,9.1,19620315,19670712
999999,12889,BOMBING RANGE DETACHMENT ASTOR,US,FL,,29.143,-81.633,28,19960702,20031231
999999,13884,CRESTVIEW BOB SIKES AP,US,FL,KCEW,30.78,-86.523,56.4,19480101,19550101
999999,13889,JACKSONVILLE IMESON,US,FL,KJAX,30.495,-81.694,9.8,19660101,19721231
999999,13899,PENSACOLA REGIONAL AP,US,FL,KPNS,30.478,-87.187,36,19481231,19721231
999999,53848,NAVAL AUXILIARY LANDING FD,US,FL,KNFJ,30.507,-86.96,33.8,19960702,20091231
999999,53894,HERLONG AIRPORT,US,FL,KHEG,30.278,-81.806,26.5,20020602,20050702
999999,63871,TRI-COUNTY AIRPORT,US,FL,,30.846,-85.601,25.9,20060901,20201030
999999,63890,WHITEHOUSE NAVAL OUTLYING FIELD,US,FL,KNEN,30.35,-81.883,30.2,20080101,20091231
999999,73805,NORTHWEST FLORIDA BEACHES INTL ARPT,US,FL,KECP,30.349,-85.788,21,20100501,20110301
999999,92802,TAMPA BAY EXECUTIVE,US,FL,KRRF,28.188,-82.626,12.5,19960702,20041231
999999,92811,LIFEGUARD OFFICE,US,FL,,25.806,-80.133,2.4,20050101,20120201
999999,92821,TITUSVILLE 7 E,US,FL,,28.616,-80.693,0.9,20050506,20201030
999999,92826,EVERGLADES CITY 5 NE,US,FL,,25.9,-81.318,1.2,20070210,20201030
999999,92827,SEBRING 23 SSE,US,FL,,27.153,-81.369,45.7,20071208,20201030
999999,93805,TALLAHASSEE DALE MABRY FIELD,US,FL,KTLH,30.393,-84.353,20.7,19480101,19721231
999999,93828,PENSACOLA CORRY FLD NAAS,US,FL,NQS,30.4,-87.283,11,19480601,19580523
